title,research_area,authors,image_file
From Horn Strong Backdoor Sets to Ordered Strong Backdoor Sets,Logic & Automated Reasoning,"[{'name': 'Lionel Paris', 'institution': 'Université de Provence', 'subunit': 'LSIS CNRS UMR 6168', 'location': 'Marseille, France', 'full_affiliation': 'LSIS CNRS UMR 6168\nUniversité de Provence\n13013 Marseille, France'}, {'name': 'Richard Ostrowski', 'institution': 'Université de Provence', 'subunit': 'LSIS CNRS UMR 6168', 'location': 'Marseille, France', 'full_affiliation': 'LSIS CNRS UMR 6168\nUniversité de Provence\n13013 Marseille, France'}, {'name': 'Pierre Siegel', 'institution': 'Université de Provence', 'subunit': 'LSIS CNRS UMR 6168', 'location': 'Marseille, France', 'full_affiliation': 'LSIS CNRS UMR 6168\nUniversité de Provence\n13013 Marseille, France'}, {'name': 'Lakhdar Saïs', 'institution': 'Université d’Artois', 'subunit': 'CRIL CNRS FRE 2499', 'location': 'Lens, France', 'full_affiliation': 'CRIL CNRS FRE 2499\nUniversité d’Artois\n62307 Lens, France'}]",2007_006_0010.png
G–Indicator: An M–Ary Quality Indicator for the Evaluation of Non–dominated Sets,Heuristic Search & Optimization,"[{'name': 'Giovanni Lizárraga', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': '', 'full_affiliation': 'Center for Research in Mathematics (CIMAT)\nDepartment of Computer Science'}, {'name': 'Arturo Hernández', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': '', 'full_affiliation': 'Center for Research in Mathematics (CIMAT)\nDepartment of Computer Science'}, {'name': 'Salvador Botello', 'institution': 'Center for Research in Mathematics (CIMAT)', 'subunit': 'Department of Computer Science', 'location': '', 'full_affiliation': 'Center for Research in Mathematics (CIMAT)\nDepartment of Computer Science'}]",2007_006_0011.png
Approximating the ε-Efficient Set of an MOP with Stochastic Search Algorithms,Heuristic Search & Optimization,"[{'name': 'Oliver Schütze', 'institution': 'CINVESTAV-IPN', 'subunit': 'Computer Science Department', 'location': 'México D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Computer Science Department, México D.F. 07300, Mexico'}, {'name': 'Carlos A. Coello Coello', 'institution': 'CINVESTAV-IPN', 'subunit': 'Computer Science Department', 'location': 'México D.F., Mexico', 'full_affiliation': 'CINVESTAV-IPN, Computer Science Department, México D.F. 07300, Mexico'}, {'name': 'El-Ghazali Talbi', 'institution': 'INRIA Futurs', 'subunit': 'LIFL, CNRS Bât M3', 'location': ""Villeneuve d'Ascq, France"", 'full_affiliation': ""INRIA Futurs, LIFL, CNRS Bât M3, Cité Scientifique 59655 Villeneuve d'Ascq, France""}]",2007_006_0012.png
A Multicriterion SDSS for the Space Process Control: Towards a Hybrid Approach,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Hamdadou Djamila', 'institution': 'University of Oran Es-Senia', 'subunit': 'Department of computer science, Faculty of Sciences', 'location': '', 'full_affiliation': 'Department of computer science, Faculty of Sciences, University of Oran Es-Senia'}, {'name': 'Bouamrane Karim', 'institution': 'University of Oran Es-Senia', 'subunit': 'Department of computer science, Faculty of Sciences', 'location': '', 'full_affiliation': 'Department of computer science, Faculty of Sciences, University of Oran Es-Senia'}]",2007_006_0013.png
Radial Basis Function Neural Network Based on Order Statistics,Neural Networks & Deep Learning,"[{'name': 'Jose A. Moreno-Escobar', 'institution': 'National Polytechnic Institute of Mexico', 'subunit': 'Mechanical and Electrical Engineering Higher School', 'location': 'Mexico, D. F., Mexico', 'full_affiliation': 'National Polytechnic Institute of Mexico, Mechanical and Electrical Engineering Higher School, Av. IPN s/n, U.P.A.L.M. SEPI-ESIME, Edif. Z, Acceso 3, Tercer Piso, Col. Lindavista, 07738, Mexico, D. F., Mexico'}, {'name': 'Francisco J. Gallegos-Funes', 'institution': 'National Polytechnic Institute of Mexico', 'subunit': 'Mechanical and Electrical Engineering Higher School', 'location': 'Mexico, D. F., Mexico', 'full_affiliation': 'National Polytechnic Institute of Mexico, Mechanical and Electrical Engineering Higher School, Av. IPN s/n, U.P.A.L.M. SEPI-ESIME, Edif. Z, Acceso 3, Tercer Piso, Col. Lindavista, 07738, Mexico, D. F., Mexico'}, {'name': 'Volodymyr Ponomaryov', 'institution': 'National Polytechnic Institute of Mexico', 'subunit': '', 'location': 'Mexico, D. F., Mexico', 'full_affiliation': 'National Polytechnic Institute of Mexico, Av. Santa Ana 1000, Col. San Francisco Culhuacan, 04430, Mexico, D. F., Mexico'}, {'name': 'Jose M. de-la-Rosa-Vazquez', 'institution': 'National Polytechnic Institute of Mexico', 'subunit': 'Mechanical and Electrical Engineering Higher School', 'location': 'Mexico, D. F., Mexico', 'full_affiliation': 'National Polytechnic Institute of Mexico, Mechanical and Electrical Engineering Higher School, Av. IPN s/n, U.P.A.L.M. SEPI-ESIME, Edif. Z, Acceso 3, Tercer Piso, Col. Lindavista, 07738, Mexico, D. F., Mexico'}]",2007_006_0014.png
Temperature Cycling on Simulated Annealing for Neural Network Learning,Neural Networks & Deep Learning,"[{'name': 'Sergio Ledesma', 'institution': 'University of Guanajuato', 'subunit': 'Dept. of Electrical & Computer Engineering', 'location': 'Salamanca, Gto. 36700, México', 'full_affiliation': 'Dept. of Electrical & Computer Engineering. University of Guanajuato. Salamanca, Gto. 36700, México'}, {'name': 'Miguel Torres', 'institution': 'University of Guanajuato', 'subunit': 'Dept. of Electrical & Computer Engineering', 'location': 'Salamanca, Gto. 36700, México', 'full_affiliation': 'Dept. of Electrical & Computer Engineering. University of Guanajuato. Salamanca, Gto. 36700, México'}, {'name': 'Donato Hernández', 'institution': 'University of Guanajuato', 'subunit': 'Dept. of Electrical & Computer Engineering', 'location': 'Salamanca, Gto. 36700, México', 'full_affiliation': 'Dept. of Electrical & Computer Engineering. University of Guanajuato. Salamanca, Gto. 36700, México'}, {'name': 'Gabriel Aviña', 'institution': 'University of Guanajuato', 'subunit': 'Dept. of Electrical & Computer Engineering', 'location': 'Salamanca, Gto. 36700, México', 'full_affiliation': 'Dept. of Electrical & Computer Engineering. University of Guanajuato. Salamanca, Gto. 36700, México'}, {'name': 'Guadalupe García', 'institution': 'University of Guanajuato', 'subunit': 'Dept. of Electrical & Computer Engineering', 'location': 'Salamanca, Gto. 36700, México', 'full_affiliation': 'Dept. of Electrical & Computer Engineering. University of Guanajuato. Salamanca, Gto. 36700, México'}]",2007_006_0015.png
On Conditions for Intermittent Search in Self-organizing Neural Networks,Neural Networks & Deep Learning,"[{'name': 'Peter Tiňo', 'institution': 'University of Birmingham', 'subunit': '', 'location': 'Birmingham, UK', 'full_affiliation': 'University of Birmingham, Birmingham, UK'}]",2007_006_0016.png
Similarity Clustering of Music Files According to User Preference,Unsupervised Machine Learning,"[{'name': 'Bastian Tenbergen', 'institution': 'State University of New York at Oswego | University of Osnabrück', 'subunit': 'Human-Computer Interaction M.A. Program | Cognitive Science Bachelor Program, School of Human Sciences', 'location': 'Oswego, NY, 13126 | Germany', 'full_affiliation': 'Human-Computer Interaction M.A. Program, State University of New York at Oswego, Oswego, NY, 13126 | Formerly: Cognitive Science Bachelor Program, School of Human Sciences, University of Osnabrück, Germany'}]",2007_006_0017.png
Complete Recall on Alpha-Beta Heteroassociative Memory,Neural Networks & Deep Learning,"[{'name': 'Israel Román-Godínez', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Del. Gustavo A. Madero, México, D.F. México', 'full_affiliation': 'Centro de Investigación en Computación\nJuan de Dios Bátiz s/n esq. Miguel Othón de Mendizábal\nUnidad Profesional Adolfo López Mateos\nDel. Gustavo A. Madero, México, D.F. México'}, {'name': 'Cornelio Yáñez-Márquez', 'institution': 'Instituto Politécnico Nacional', 'subunit': 'Centro de Investigación en Computación', 'location': 'Del. Gustavo A. Madero, México, D.F. México', 'full_affiliation': 'Centro de Investigación en Computación\nJuan de Dios Bátiz s/n esq. Miguel Othón de Mendizábal\nUnidad Profesional Adolfo López Mateos\nDel. Gustavo A. Madero, México, D.F. México'}]",2007_006_0018.png
I-Cog: A Computational Framework for Integrated Cognition of Higher Cognitive Abilities,Hybrid AI & Expert Systems,"[{'name': 'Kai-Uwe Kühnberger', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Tonio Wandmacher', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Angela Schwering', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Ekaterina Ovchinnikova', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Ulf Krumnack', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Helmar Gust', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}, {'name': 'Peter Geibel', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück, D-49076 Osnabrück, Germany'}]",2007_006_0019.png
A Rule-Based System for Assessing Consistency Between UML Models,Hybrid AI & Expert Systems,"[{'name': 'Carlos Mario Zapata', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Escuela de Sistemas', 'location': 'Medellín, Colombia', 'full_affiliation': 'Escuela de Sistemas, Universidad Nacional de Colombia, Carrera 80 N° 65-23, Bloque M8. Medellín, Colombia'}, {'name': 'Guillermo González', 'institution': 'Universidad Nacional de Colombia', 'subunit': 'Escuela de Sistemas', 'location': 'Medellín, Colombia', 'full_affiliation': 'Escuela de Sistemas, Universidad Nacional de Colombia, Carrera 80 N° 65-23, Bloque M8. Medellín, Colombia'}, {'name': 'Alexander Gelbukh', 'institution': 'National Polytechnic Institute (IPN)', 'subunit': 'Computing Research Center (CIC)', 'location': 'Col. Zacatenco, DF, Mexico', 'full_affiliation': 'Computing Research Center (CIC), National Polytechnic Institute (IPN), Col. Zacatenco, 07738, DF, Mexico'}]",2007_006_0020.png
Partial Satisfiability-Based Merging,Knowledge Representation & Reasoning,"[{'name': 'Pilar Pozos Parra', 'institution': 'Universidad Juárez Autónoma de Tabasco', 'subunit': '', 'location': 'Cunduacán, Tabasco, México', 'full_affiliation': 'Universidad Juárez Autónoma de Tabasco, Carretera Cunduacán - Jalpa Km. 1 Cunduacán Tabasco, México'}, {'name': 'Verónica Borja Macías', 'institution': 'Universidad Tecnológica de la Mixteca', 'subunit': '', 'location': 'Huajuapan de León, Oaxaca, México', 'full_affiliation': 'Universidad Tecnológica de la Mixteca, Carretera a Acatlima Km 2.5 Huajuapan de León Oaxaca, México'}]",2007_006_0021.png
Optimizing Inference in Bayesian Networks and Semiring Valuation Algebras,Probabilistic & Statistical Reasoning,"[{'name': 'Michael Wachter', 'institution': 'University of Bern', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'University of Bern, Switzerland'}, {'name': 'Rolf Haenni', 'institution': 'Bern University of Applied Sciences', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'Bern University of Applied Sciences, Switzerland'}, {'name': 'Marc Pouly', 'institution': 'University of Fribourg', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'University of Fribourg, Switzerland'}]",2007_006_0022.png
Compiling Solution Configurations in Semiring Valuation Systems,Knowledge Representation & Reasoning,"[{'name': 'Marc Pouly', 'institution': 'University of Fribourg', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'University of Fribourg, Switzerland'}, {'name': 'Rolf Haenni', 'institution': 'Bern University of Applied Sciences | University of Bern', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'Bern University of Applied Sciences, Switzerland | University of Bern, Switzerland'}, {'name': 'Michael Wachter', 'institution': 'University of Bern', 'subunit': '', 'location': 'Switzerland', 'full_affiliation': 'University of Bern, Switzerland'}]",2007_006_0023.png
Implementing Knowledge Update Sequences,Knowledge Representation & Reasoning,"[{'name': 'Juan C. Acosta Guadarrama', 'institution': 'TU-Clausthal', 'subunit': 'Institute of Computer Science', 'location': 'Clausthal, Germany', 'full_affiliation': 'Institute of Computer Science, TU-Clausthal, Germany'}]",2007_006_0024.png
On Reachability of Minimal Models of Multilattice-Based Logic Programs,Fuzzy Logic & Fuzzy Systems,"[{'name': 'Jesús Medina', 'institution': 'Universidad de Málaga', 'subunit': 'Dept. Matemática Aplicada', 'location': '', 'full_affiliation': 'Dept. Matemática Aplicada. Universidad de Málaga'}, {'name': 'Manuel Ojeda-Aciego', 'institution': 'Universidad de Málaga', 'subunit': 'Dept. Matemática Aplicada', 'location': '', 'full_affiliation': 'Dept. Matemática Aplicada. Universidad de Málaga'}, {'name': 'Jorge Ruiz-Calviño', 'institution': 'Universidad de Málaga', 'subunit': 'Dept. Matemática Aplicada', 'location': '', 'full_affiliation': 'Dept. Matemática Aplicada. Universidad de Málaga'}]",2007_006_0025.png
Update Sequences Based on Minimal Generalized Pstable Models,Knowledge Representation & Reasoning,"[{'name': 'Mauricio Osorio', 'institution': 'Universidad de las Américas', 'subunit': 'CENTIA', 'location': 'Cholula, Puebla, México', 'full_affiliation': 'Universidad de las Américas, CENTIA, Sta. Catarina Mártir, Cholula, Puebla, 72820 México'}, {'name': 'Claudia Zepeda', 'institution': 'Universidad Politécnica de Puebla', 'subunit': '', 'location': 'Municipio Juan C. Bonilla, Puebla, México', 'full_affiliation': 'Universidad Politécnica de Puebla, Tercer Carril del Ejido Serrano, San Mateo Cuanala, Municipio Juan C. Bonilla, Puebla, 72640 México'}]",2007_006_0026.png
PStable Semantics for Possibilistic Logic Programs,Knowledge Representation & Reasoning,"[{'name': 'Mauricio Osorio', 'institution': 'Universidad de las Américas - Puebla', 'subunit': 'CENTIA', 'location': 'Cholula, Puebla, México', 'full_affiliation': 'Universidad de las Américas - Puebla CENTIA, Sta. Catarina Mártir, Cholula, Puebla, 72820 México'}, {'name': 'Juan Carlos Nieves', 'institution': 'Universitat Politècnica de Catalunya', 'subunit': 'Software Department (LSI)', 'location': 'Barcelona, Spain', 'full_affiliation': 'Universitat Politècnica de Catalunya Software Department (LSI) c/Jordi Girona 1-3, E08034, Barcelona, Spain'}]",2007_006_0027.png
Improving Efficiency of Prolog Programs by Fully Automated Unfold/Fold Transformation,Logic & Automated Reasoning,"[{'name': 'Jiří Vyskočil', 'institution': 'Charles University', 'subunit': 'Department of Theoretical Computer Science and Mathematical Logic', 'location': 'Praha, Czech Republic', 'full_affiliation': 'Department of Theoretical Computer Science and Mathematical Logic\nCharles University\nMalostranské náměstí 25\n118 00 Praha 1, Czech Republic'}, {'name': 'Petr Štěpánek', 'institution': 'Charles University', 'subunit': 'Department of Theoretical Computer Science and Mathematical Logic', 'location': 'Praha, Czech Republic', 'full_affiliation': 'Department of Theoretical Computer Science and Mathematical Logic\nCharles University\nMalostranské náměstí 25\n118 00 Praha 1, Czech Republic'}]",2007_006_0028.png
A Word Equation Solver Based on Levensthein Distance,Bio-inspired & Evolutionary Computing,"[{'name': 'César L. Alonso', 'institution': 'Universidad de Oviedo', 'subunit': 'Centro de Inteligencia Artificial', 'location': 'Gijón, Spain', 'full_affiliation': 'Centro de Inteligencia Artificial, Universidad de Oviedo Campus de Viesques, 33271 Gijón, Spain'}, {'name': 'David Alonso', 'institution': 'Universidad de Oviedo', 'subunit': 'Centro de Inteligencia Artificial', 'location': 'Gijón, Spain', 'full_affiliation': 'Centro de Inteligencia Artificial, Universidad de Oviedo Campus de Viesques, 33271 Gijón, Spain'}, {'name': 'Mar Callau', 'institution': 'Universidad Complutense de Madrid', 'subunit': '', 'location': '', 'full_affiliation': 'Universidad Complutense de Madrid'}, {'name': 'José Luis Montaña', 'institution': 'Universidad de Cantabria', 'subunit': 'Departamento de Matemáticas, Estadística y Computación', 'location': '', 'full_affiliation': 'Departamento de Matemáticas, Estadística y Computación, Universidad de Cantabria'}]",2007_006_0029.png
Simple Model-Based Exploration and Exploitation of Markov Decision Processes Using the Elimination Algorithm,Reinforcement Learning,"[{'name': 'Elizabeth Novoa', 'institution': 'Universidad de Santiago de Chile', 'subunit': 'Departamento de Ingeniería Informática', 'location': 'Santiago, Chile', 'full_affiliation': 'Departamento de Ingeniería Informática, Universidad de Santiago de Chile, Av. Ecuador 3659, Santiago, Chile'}]",2007_006_0030.png
A Simple Model for Assessing Output Uncertainty in Stochastic Simulation Systems,Probabilistic & Statistical Reasoning,"[{'name': 'Tengda Sun', 'institution': 'Chinese Academy of Sciences | Graduate University of the Chinese Academy of Sciences | Jimei University', 'subunit': 'Institute of Geographic Science & Natural Resources Research | | Navigation College', 'location': 'Beijing, P.R. China | Beijing, P.R. China | XIAMEN, P.R. China', 'full_affiliation': '1 Institute of Geographic Science & Natural Resources Research, Chinese Academy of Sciences, Beijing 100101, P.R. China | 2 Graduate University of the Chinese Academy of Sciences, Beijing 100039, P.R. China | 3 Navigation College, Jimei University, XIAMEN, 361021, P.R. China'}, {'name': 'Jinfeng Wang', 'institution': 'Chinese Academy of Sciences', 'subunit': 'Institute of Geographic Science & Natural Resources Research', 'location': 'Beijing, P.R. China', 'full_affiliation': '1 Institute of Geographic Science & Natural Resources Research, Chinese Academy of Sciences, Beijing 100101, P.R. China'}]",2007_006_0031.png
An Empirically Terminological Point of View on Agentism in the Artificial,Multi-Agent Systems & Distributed AI,"[{'name': 'C.T.A. Schmidt', 'institution': 'Le Mans University', 'subunit': 'LIUM', 'location': 'Laval, France', 'full_affiliation': 'Le Mans University\nLIUM\n52, Rue des Docteurs Calmette et Guérin,\n53020 Laval France'}]",2007_006_0032.png
Inductive Logic Programming Algorithm for Estimating Quality of Partial Plans,Knowledge Representation & Reasoning,"[{'name': 'Sławomir Nowaczyk', 'institution': 'Lund University', 'subunit': 'Department of Computer Science', 'location': 'Sweden', 'full_affiliation': 'Department of Computer Science\nLund University, Sweden'}, {'name': 'Jacek Malec', 'institution': 'Lund University', 'subunit': 'Department of Computer Science', 'location': 'Sweden', 'full_affiliation': 'Department of Computer Science\nLund University, Sweden'}]",2007_006_0033.png
Modeling Emotion-Influenced Social Behavior for Intelligent Virtual Agents,Hybrid AI & Expert Systems,"[{'name': 'Jackeline Spinola de Freitas', 'institution': 'State University of Campinas | Federal University of Bahia', 'subunit': 'School of Electrical and Computer Engineering | Research Group on History, Philosophy, and Teaching of Biological Sciences, Institute of Biology', 'location': 'Campinas-SP, Brazil | Salvador-BA, Brazil', 'full_affiliation': 'School of Electrical and Computer Engineering State University of Campinas P.O. Box 6101 – 13083-852 Campinas-SP, Brazil | Research Group on History, Philosophy, and Teaching of Biological Sciences, Institute of Biology, Federal University of Bahia, Salvador-BA, Brazil'}, {'name': 'Ricardo Imbert', 'institution': 'Universidad Politécnica de Madrid', 'subunit': 'Computer Science School', 'location': 'Boadilla del Monte, Madrid, Spain', 'full_affiliation': 'Computer Science School, Universidad Politécnica de Madrid, Campus de Montegancedo, s/n, 28660 Boadilla del Monte, Madrid, Spain'}, {'name': 'João Queiroz', 'institution': 'State University of Campinas | Federal University of Bahia', 'subunit': 'School of Electrical and Computer Engineering | Research Group on History, Philosophy, and Teaching of Biological Sciences, Institute of Biology', 'location': 'Campinas-SP, Brazil | Salvador-BA, Brazil', 'full_affiliation': 'School of Electrical and Computer Engineering State University of Campinas P.O. Box 6101 – 13083-852 Campinas-SP, Brazil | Research Group on History, Philosophy, and Teaching of Biological Sciences, Institute of Biology, Federal University of Bahia, Salvador-BA, Brazil'}]",2007_006_0034.png
Just-in-Time Monitoring of Project Activities Through Temporal Reasoning,Knowledge Representation & Reasoning,"[{'name': 'Sara E. Garza', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Centro de Sistemas Inteligentes', 'location': '', 'full_affiliation': 'Tecnológico de Monterrey\nCentro de Sistemas Inteligentes'}, {'name': 'José Luis Aguirre', 'institution': 'Tecnológico de Monterrey', 'subunit': 'Centro de Sistemas Inteligentes', 'location': '', 'full_affiliation': 'Tecnológico de Monterrey\nCentro de Sistemas Inteligentes'}]",2007_006_0035.png
Scaling Kernels: A New Least Squares Support Vector Machine Kernel for Approximation,Supervised Machine Learning,"[{'name': 'Mu Xiangyang', 'institution': ""Xi'an Jiaotong University"", 'subunit': 'Dept. of Information and Commun. Engineering', 'location': ""Xi'an, China"", 'full_affiliation': ""Dept. of Information and Commun. Engineering, Xi'an Jiaotong University, Xi'an 710049, China""}, {'name': 'Zhang Taiyi', 'institution': ""Xi'an Jiaotong University"", 'subunit': 'Dept. of Information and Commun. Engineering', 'location': ""Xi'an, China"", 'full_affiliation': ""Dept. of Information and Commun. Engineering, Xi'an Jiaotong University, Xi'an 710049, China""}, {'name': 'Zhou Yatong', 'institution': 'Hebei University of Technology', 'subunit': 'School of Information Engineering', 'location': 'Tianjin, China', 'full_affiliation': 'School of Information Engineering, Hebei University of Technology, Tianjin 300401, China'}]",2007_006_0036.png
Evolutionary Feature and Parameter Selection in Support Vector Regression,Bio-inspired & Evolutionary Computing,"[{'name': 'Iván Mejía-Guevara', 'institution': 'Universidad Nacional Autónoma de México', 'subunit': 'Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas (IIMAS)', 'location': 'D. F., México', 'full_affiliation': 'Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas (IIMAS), Universidad Nacional Autónoma de México (UNAM), Circuito Escolar S/N, CU, 04510 D. F., México'}, {'name': 'Ángel Kuri-Morales', 'institution': 'Instituto Tecnológico Autónomo de México', 'subunit': 'Departamento de Computación', 'location': 'D. F., México', 'full_affiliation': 'Departamento de Computación, Instituto Tecnológico Autónomo de México, Río Hondo No. 1, 01000 D. F., México'}]",2007_006_0037.png
Learning Models of Relational MDPs Using Graph Kernels,Reinforcement Learning,"[{'name': 'Florian Halbritter', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück\nAlbrechtstrasse 28, 49076 Osnabrück, Germany'}, {'name': 'Peter Geibel', 'institution': 'University of Osnabrück', 'subunit': 'Institute of Cognitive Science', 'location': 'Osnabrück, Germany', 'full_affiliation': 'Institute of Cognitive Science, University of Osnabrück\nAlbrechtstrasse 28, 49076 Osnabrück, Germany'}]",2007_006_0038.png
Weighted Instance-Based Learning Using Representative Intervals,Supervised Machine Learning,"[{'name': 'Octavio Gómez', 'institution': 'National Institute of Astrophysics, Optics and Electronics', 'subunit': 'Computer Science Department', 'location': 'Tonantzintla, México', 'full_affiliation': 'National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México'}, {'name': 'Eduardo F. Morales', 'institution': 'National Institute of Astrophysics, Optics and Electronics', 'subunit': 'Computer Science Department', 'location': 'Tonantzintla, México', 'full_affiliation': 'National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México'}, {'name': 'Jesús A. González', 'institution': 'National Institute of Astrophysics, Optics and Electronics', 'subunit': 'Computer Science Department', 'location': 'Tonantzintla, México', 'full_affiliation': 'National Institute of Astrophysics, Optics and Electronics, Computer Science Department, Luis Enrique Erro 1, 72840 Tonantzintla, México'}]",2007_006_0039.png
A Novel Information Theory Method for Filter Feature Selection,Data Mining & Knowledge Discovery,"[{'name': 'Boyan Bonev', 'institution': 'Alicante University', 'subunit': 'Department of Computer Science and Artificial Intelligence', 'location': 'Alicante, Spain', 'full_affiliation': 'Department of Computer Science and Artificial Intelligence, Alicante University, P.O.B. 99, E-03080 Alicante, Spain'}, {'name': 'Francisco Escolano', 'institution': 'Alicante University', 'subunit': 'Department of Computer Science and Artificial Intelligence', 'location': 'Alicante, Spain', 'full_affiliation': 'Department of Computer Science and Artificial Intelligence, Alicante University, P.O.B. 99, E-03080 Alicante, Spain'}, {'name': 'Miguel Angel Cazorla', 'institution': 'Alicante University', 'subunit': 'Department of Computer Science and Artificial Intelligence', 'location': 'Alicante, Spain', 'full_affiliation': 'Department of Computer Science and Artificial Intelligence, Alicante University, P.O.B. 99, E-03080 Alicante, Spain'}]",2007_006_0040.png
Building Fine Bayesian Networks Aided by PSO-Based Feature Selection,Probabilistic & Statistical Reasoning,"[{'name': 'María del Carmen Chávez', 'institution': 'Central University of Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Central University of Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Gladys Casas', 'institution': 'Central University of Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Central University of Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Rafael Falcón', 'institution': 'Central University of Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Central University of Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Jorge E. Moreira', 'institution': 'Central University of Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Central University of Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}, {'name': 'Ricardo Grau', 'institution': 'Central University of Las Villas', 'subunit': 'Computer Science Department', 'location': 'Santa Clara, Cuba', 'full_affiliation': 'Computer Science Department, Central University of Las Villas\nCarretera Camajuaní km 5 ½ Santa Clara, Cuba'}]",2007_006_0041.png
Two Simple and Effective Feature Selection Methods for Continuous Attributes with Discrete Multi-class,Data Mining & Knowledge Discovery,"[{'name': 'Manuel Mejía-Lavalle', 'institution': 'Instituto de Investigaciones Eléctricas | INAOE', 'subunit': '', 'location': 'Cuernavaca, Morelos, México | StMa. Tonantzintla, Puebla, México', 'full_affiliation': 'Instituto de Investigaciones Eléctricas, Reforma 113, 62490 Cuernavaca, Morelos, México | INAOE, L.E.Erro 1, 72840 StMa. Tonantzintla, Puebla, México'}, {'name': 'Eduardo F. Morales', 'institution': 'Instituto de Investigaciones Eléctricas | INAOE', 'subunit': '', 'location': 'Cuernavaca, Morelos, México | StMa. Tonantzintla, Puebla, México', 'full_affiliation': 'Instituto de Investigaciones Eléctricas, Reforma 113, 62490 Cuernavaca, Morelos, México | INAOE, L.E.Erro 1, 72840 StMa. Tonantzintla, Puebla, México'}, {'name': 'Gustavo Arroyo', 'institution': 'Instituto de Investigaciones Eléctricas | INAOE', 'subunit': '', 'location': 'Cuernavaca, Morelos, México | StMa. Tonantzintla, Puebla, México', 'full_affiliation': 'Instituto de Investigaciones Eléctricas, Reforma 113, 62490 Cuernavaca, Morelos, México | INAOE, L.E.Erro 1, 72840 StMa. Tonantzintla, Puebla, México'}]",2007_006_0042.png
