,title,image_file,research_area,name,institution,subunit,location,full_affiliation,institution_clean,year,Country
3743,Chaotic Cases in a Two-Neuron Discrete Neural Network,2015_019_0025.png,Neural Networks & Deep Learning,María Gómez-Fuentes,Universidad Autónoma Metropolitana,Cuajimalpa,"Mexico City, Mexico","Universidad Autónoma Metropolitana – Cuajimalpa, Mexico City, Mexico",UAM,2015,Mexico
3744,Dynamic Systems Identification and Control by Means of Complex-Valued Recurrent Neural Networks,2015_019_0026.png,Neural Networks & Deep Learning,Ieroham Baruch,CINVESTAV-IPN,Department of Automatic Control,"Mexico D.F, Mexico","Department of Automatic Control, CINVESTAV-IPN, Ave. IPN no 2508, A.P. 14-470, 07360 Mexico D.F, Mexico",CINVESTAV,2015,Mexico
3745,Dynamic Systems Identification and Control by Means of Complex-Valued Recurrent Neural Networks,2015_019_0026.png,Neural Networks & Deep Learning,Victor Arellano Quintana,CINVESTAV-IPN,Department of Automatic Control,"Mexico D.F, Mexico","Department of Automatic Control, CINVESTAV-IPN, Ave. IPN no 2508, A.P. 14-470, 07360 Mexico D.F, Mexico",CINVESTAV,2015,Mexico
3746,Dynamic Systems Identification and Control by Means of Complex-Valued Recurrent Neural Networks,2015_019_0026.png,Neural Networks & Deep Learning,Edmundo Pérez Reynaud,CINVESTAV-IPN,Department of Automatic Control,"Mexico D.F, Mexico","Department of Automatic Control, CINVESTAV-IPN, Ave. IPN no 2508, A.P. 14-470, 07360 Mexico D.F, Mexico",CINVESTAV,2015,Mexico
3747,Segmentation of Carbon Nanotube Images Through an Artificial Neural Network,2015_019_0027.png,Computer Vision,María Celeste Ramírez Trujillo,Universidad de Guadalajara,,"Jalisco, Mexico","Universidad de Guadalajara, Jalisco, Mexico",UdeG,2015,Mexico
3748,Segmentation of Carbon Nanotube Images Through an Artificial Neural Network,2015_019_0027.png,Computer Vision,Teresa E. Alarcón,Universidad de Guadalajara,,"Jalisco, Mexico","Universidad de Guadalajara, Jalisco, Mexico",UdeG,2015,Mexico
3749,Segmentation of Carbon Nanotube Images Through an Artificial Neural Network,2015_019_0027.png,Computer Vision,Oscar S. Dalmau,Centro de Investigación en Matemáticas,,"Guanajuato, Mexico","Centro de Investigación en Matemáticas, Guanajuato, Mexico",CIMAT,2015,Mexico
3750,Segmentation of Carbon Nanotube Images Through an Artificial Neural Network,2015_019_0027.png,Computer Vision,Adalberto Zamudio Ojeda,Universidad de Guadalajara,,"Jalisco, Mexico","Universidad de Guadalajara, Jalisco, Mexico",UdeG,2015,Mexico
3751,Finding the Optimal Sample Based on Shannon’s Entropy and Genetic Algorithms,2015_019_0028.png,Bio-inspired & Evolutionary Computing,Edwin Aldana-Bobadilla,UNAM,Facultad de Ingeniería | Facultad de Estudios Superiores,"Ciudad Universitaria, México D.F, Mexico | Naucalpan, Estado de México, Mexico","Facultad de Ingeniería UNAM, Ciudad Universitaria, México D.F, Mexico | Facultad de Estudios Superiores-UNAM, Naucalpan, Estado de México, Mexico",UNAM,2015,Mexico
3752,Finding the Optimal Sample Based on Shannon’s Entropy and Genetic Algorithms,2015_019_0028.png,Bio-inspired & Evolutionary Computing,Carlos Alfaro-Pérez,UNAM,Facultad de Ingeniería | Facultad de Estudios Superiores,"Ciudad Universitaria, México D.F, Mexico | Naucalpan, Estado de México, Mexico","Facultad de Ingeniería UNAM, Ciudad Universitaria, México D.F, Mexico | Facultad de Estudios Superiores-UNAM, Naucalpan, Estado de México, Mexico",UNAM,2015,Mexico
3753,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Saúl Zapotecas-Martínez,Shinshu University,Faculty of Engineering,"Nagano, Japan","Faculty of Engineering, Shinshu University, 4-17-1 Wakasato, Nagano 380-8553, Japan",*SHINSHU,2015,Japan
3754,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Bilel Derbel,Université Lille,"CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille | Lille - Nord Europe","Lille, France | Villeneuve d'Ascq, France","Université Lille, CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille, 59000 Lille, France | Inria Lille - Nord Europe, 59650 Villeneuve d'Ascq, France",~UL,2015,France
3755,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Bilel Derbel,Inria,"CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille | Lille - Nord Europe","Lille, France | Villeneuve d'Ascq, France","Université Lille, CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille, 59000 Lille, France | Inria Lille - Nord Europe, 59650 Villeneuve d'Ascq, France",~I,2015,France
3756,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Arnaud Liefooghe,Université Lille,"CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille | Lille - Nord Europe","Lille, France | Villeneuve d'Ascq, France","Université Lille, CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille, 59000 Lille, France | Inria Lille - Nord Europe, 59650 Villeneuve d'Ascq, France",~UL,2015,France
3757,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Arnaud Liefooghe,Inria,"CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille | Lille - Nord Europe","Lille, France | Villeneuve d'Ascq, France","Université Lille, CNRS, Centrale Lille, UMR 9189 - CRIStAL - Centre de Recherche en Informatique Signal et Automatique de Lille, 59000 Lille, France | Inria Lille - Nord Europe, 59650 Villeneuve d'Ascq, France",~I,2015,France
3758,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Hernán E. Aguirre,Shinshu University,Faculty of Engineering,"Nagano, Japan","Faculty of Engineering, Shinshu University, 4-17-1 Wakasato, Nagano 380-8553, Japan",*SHINSHU,2015,Japan
3759,Geometric Differential Evolution in MOEA/D: A Preliminary Study,2015_019_0029.png,Bio-inspired & Evolutionary Computing,Kiyoshi Tanaka,Shinshu University,Faculty of Engineering,"Nagano, Japan","Faculty of Engineering, Shinshu University, 4-17-1 Wakasato, Nagano 380-8553, Japan",*SHINSHU,2015,Japan
3760,Energy Efficient Routing Based on NSGA-II for Context Parameters Aware Sensor Networks,2015_019_0030.png,Bio-inspired & Evolutionary Computing,Angela Rodríguez,Foundation University of Popayán,,"Popayán, Colombia","Foundation University of Popayán, Popayán, Colombia",~FUP,2015,Colombia
3761,Energy Efficient Routing Based on NSGA-II for Context Parameters Aware Sensor Networks,2015_019_0030.png,Bio-inspired & Evolutionary Computing,Armando Ordoñez,Foundation University of Popayán,,"Popayán, Colombia","Foundation University of Popayán, Popayán, Colombia",~FUP,2015,Colombia
3762,Energy Efficient Routing Based on NSGA-II for Context Parameters Aware Sensor Networks,2015_019_0030.png,Bio-inspired & Evolutionary Computing,Hugo Ordoñez,University of San Buenaventura,,"Cali, Colombia","University of San Buenaventura, Cali, Colombia",~USB,2015,Colombia
3763,On Analysis and Performance Improvement of Evolutionary Algorithms Based on its Complex Network Structure A Summary Overview,2015_019_0031.png,Bio-inspired & Evolutionary Computing,Ivan Zelinka,VSB-Technical University of Ostrava,"Department of Computer Science, Faculty of Electrical Engineering and Computer Science","Ostrava, Czech Republic","Department of Computer Science, Faculty of Electrical Engineering and Computer Science, VSB-Technical University of Ostrava, 17. listopadu 2172/15, 708 00 Ostrava-Poruba, Czech Republic",*VSB,2015,Czech Republic
3764,Scheduling Projects by a Hybrid Evolutionary Algorithm with Self-Adaptive Processes,2015_019_0032.png,Bio-inspired & Evolutionary Computing,Virginia Yannibelli,UNCPBA University,"ISISTAN Research Institute, Campus Universitario | National Council of Scientific and Technological Research","Tandil, Argentina | Buenos Aires, Argentina","1 ISISTAN Research Institute, UNCPBA University, Campus Universitario, Paraje Arroyo Seco, 7000 Tandil, Argentina | 2 CONICET, National Council of Scientific and Technological Research, Buenos Aires, Argentina",*UNCPBA,2015,Argentina
3765,Scheduling Projects by a Hybrid Evolutionary Algorithm with Self-Adaptive Processes,2015_019_0032.png,Bio-inspired & Evolutionary Computing,Virginia Yannibelli,CONICET,"ISISTAN Research Institute, Campus Universitario | National Council of Scientific and Technological Research","Tandil, Argentina | Buenos Aires, Argentina","1 ISISTAN Research Institute, UNCPBA University, Campus Universitario, Paraje Arroyo Seco, 7000 Tandil, Argentina | 2 CONICET, National Council of Scientific and Technological Research, Buenos Aires, Argentina",*CONICET,2015,Argentina
3766,Scheduling Projects by a Hybrid Evolutionary Algorithm with Self-Adaptive Processes,2015_019_0032.png,Bio-inspired & Evolutionary Computing,Analía Amandi,UNCPBA University,"ISISTAN Research Institute, Campus Universitario | National Council of Scientific and Technological Research","Tandil, Argentina | Buenos Aires, Argentina","1 ISISTAN Research Institute, UNCPBA University, Campus Universitario, Paraje Arroyo Seco, 7000 Tandil, Argentina | 2 CONICET, National Council of Scientific and Technological Research, Buenos Aires, Argentina",*UNCPBA,2015,Argentina
3767,Scheduling Projects by a Hybrid Evolutionary Algorithm with Self-Adaptive Processes,2015_019_0032.png,Bio-inspired & Evolutionary Computing,Analía Amandi,CONICET,"ISISTAN Research Institute, Campus Universitario | National Council of Scientific and Technological Research","Tandil, Argentina | Buenos Aires, Argentina","1 ISISTAN Research Institute, UNCPBA University, Campus Universitario, Paraje Arroyo Seco, 7000 Tandil, Argentina | 2 CONICET, National Council of Scientific and Technological Research, Buenos Aires, Argentina",*CONICET,2015,Argentina
3768,E-HIPS: An Extention of the Framework HIPS for Stagger of Distributed Process in Production Systems Based on Multiagent Systems and Memetic Algorithms,2015_019_0033.png,Multi-Agent Systems & Distributed AI,Arnoldo Uber Junior,Federal University of Santa Catarina,Postgraduate Program in Computer Science – PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science – PPGCC, Federal University of Santa Catarina – UFSC, Florianópolis, Brazil",*UFSC,2015,Brazil
3769,E-HIPS: An Extention of the Framework HIPS for Stagger of Distributed Process in Production Systems Based on Multiagent Systems and Memetic Algorithms,2015_019_0033.png,Multi-Agent Systems & Distributed AI,Paulo José de Freitas Filho,Federal University of Santa Catarina,Postgraduate Program in Computer Science – PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science – PPGCC, Federal University of Santa Catarina – UFSC, Florianópolis, Brazil",*UFSC,2015,Brazil
3770,E-HIPS: An Extention of the Framework HIPS for Stagger of Distributed Process in Production Systems Based on Multiagent Systems and Memetic Algorithms,2015_019_0033.png,Multi-Agent Systems & Distributed AI,Ricardo Azambuja Silveira,Federal University of Santa Catarina,Postgraduate Program in Computer Science – PPGCC,"Florianópolis, Brazil","Postgraduate Program in Computer Science – PPGCC, Federal University of Santa Catarina – UFSC, Florianópolis, Brazil",*UFSC,2015,Brazil
3771,A New Bat Algorithm Augmentation Using Fuzzy Logic for Dynamical Parameter Adaptation,2015_019_0034.png,Fuzzy Logic & Fuzzy Systems,Jonathan Pérez,Tijuana Institute of Technology,,"Tijuana, BC, Mexico","Tijuana Institute of Technology, Tijuana, BC, Mexico",TecNM,2015,Mexico
3772,A New Bat Algorithm Augmentation Using Fuzzy Logic for Dynamical Parameter Adaptation,2015_019_0034.png,Fuzzy Logic & Fuzzy Systems,Fevrier Valdez,Tijuana Institute of Technology,,"Tijuana, BC, Mexico","Tijuana Institute of Technology, Tijuana, BC, Mexico",TecNM,2015,Mexico
3773,A New Bat Algorithm Augmentation Using Fuzzy Logic for Dynamical Parameter Adaptation,2015_019_0034.png,Fuzzy Logic & Fuzzy Systems,Oscar Castillo,Tijuana Institute of Technology,,"Tijuana, BC, Mexico","Tijuana Institute of Technology, Tijuana, BC, Mexico",TecNM,2015,Mexico
3774,An Embedded Fuzzy Self-tuning PID Controller for a Temperature Control System of Peltier Cells,2015_019_0035.png,Fuzzy Logic & Fuzzy Systems,Aldebaran A. Alonso-Carreón,Universidad Autónoma de Nuevo León,DIE FIME,"San Nicolás de los Garza, Mexico","DIE FIME, Universidad Autónoma de Nuevo León, San Nicolás de los Garza, Mexico",UANL,2015,Mexico
3775,An Embedded Fuzzy Self-tuning PID Controller for a Temperature Control System of Peltier Cells,2015_019_0035.png,Fuzzy Logic & Fuzzy Systems,Miguel Platas,Universidad Autónoma de Nuevo León,DIE FIME,"San Nicolás de los Garza, Mexico","DIE FIME, Universidad Autónoma de Nuevo León, San Nicolás de los Garza, Mexico",UANL,2015,Mexico
3776,An Embedded Fuzzy Self-tuning PID Controller for a Temperature Control System of Peltier Cells,2015_019_0035.png,Fuzzy Logic & Fuzzy Systems,Luis Torres-Treviño,Universidad Autónoma de Nuevo León,DIE FIME,"San Nicolás de los Garza, Mexico","DIE FIME, Universidad Autónoma de Nuevo León, San Nicolás de los Garza, Mexico",UANL,2015,Mexico
3777,Fuzzy Chemical Reaction Algorithm,2015_019_0036.png,Heuristic Search & Optimization,David de la O,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3778,Fuzzy Chemical Reaction Algorithm,2015_019_0036.png,Heuristic Search & Optimization,Oscar Castillo,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3779,Fuzzy Chemical Reaction Algorithm,2015_019_0036.png,Heuristic Search & Optimization,Leslie Astudillo,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3780,Fuzzy Chemical Reaction Algorithm,2015_019_0036.png,Heuristic Search & Optimization,José Soria,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3781,A Fuzzy Bee Colony Optimization Algorithm Using an Interval Type-2 Fuzzy Logic System for Trajectory Control of a Mobile Robot,2015_019_0037.png,Fuzzy Logic & Fuzzy Systems,Leticia Amador-Angulo,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3782,A Fuzzy Bee Colony Optimization Algorithm Using an Interval Type-2 Fuzzy Logic System for Trajectory Control of a Mobile Robot,2015_019_0037.png,Fuzzy Logic & Fuzzy Systems,Oscar Castillo,Tijuana Institute of Technology,Division of Graduate Studies,"Tijuana, Mexico","Division of Graduate Studies, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3783,Time Series Prediction Using Ensembles of ANFIS Models with Particle Swarm Optimization of the Fuzzy Integrators,2015_019_0038.png,Fuzzy Logic & Fuzzy Systems,Jesus Soto,Tijuana Institute of Technology,Division of Graduates Studies and Research,"Tijuana, Mexico","Division of Graduates Studies and Research, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3784,Time Series Prediction Using Ensembles of ANFIS Models with Particle Swarm Optimization of the Fuzzy Integrators,2015_019_0038.png,Fuzzy Logic & Fuzzy Systems,Patricia Melin,Tijuana Institute of Technology,Division of Graduates Studies and Research,"Tijuana, Mexico","Division of Graduates Studies and Research, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3785,Time Series Prediction Using Ensembles of ANFIS Models with Particle Swarm Optimization of the Fuzzy Integrators,2015_019_0038.png,Fuzzy Logic & Fuzzy Systems,Oscar Castillo,Tijuana Institute of Technology,Division of Graduates Studies and Research,"Tijuana, Mexico","Division of Graduates Studies and Research, Tijuana Institute of Technology, Tijuana, Mexico",TecNM,2015,Mexico
3786,Primary Clusters Selection Using Adaptive Algorithms,2015_019_0039.png,Unsupervised Machine Learning,Shahrbanoo Ahmadi,Islamic Azad University,"Department of Computer Engineering, Yasooj Branch","Yasooj, Iran","Department of Computer Engineering, Yasooj Branch, Islamic Azad University, Yasooj, Iran",*IAU,2015,Iran
3787,Primary Clusters Selection Using Adaptive Algorithms,2015_019_0039.png,Unsupervised Machine Learning,Hamid Parvin,Islamic Azad University,"Department of Computer Engineering, Yasooj Branch","Yasooj, Iran","Department of Computer Engineering, Yasooj Branch, Islamic Azad University, Yasooj, Iran",*IAU,2015,Iran
3788,Primary Clusters Selection Using Adaptive Algorithms,2015_019_0039.png,Unsupervised Machine Learning,Farhad Rad,Islamic Azad University,"Department of Computer Engineering, Yasooj Branch","Yasooj, Iran","Department of Computer Engineering, Yasooj Branch, Islamic Azad University, Yasooj, Iran",*IAU,2015,Iran
3789,A Multi-agent Ensemble of Classifiers,2015_019_0040.png,Multi-Agent Systems & Distributed AI,Jaime Calderón,Universidad Autónoma del Estado de Hidalgo,Área Académica de Sistemas Computacionales,"Pachuca, Hidalgo, Mexico","Área Académica de Sistemas Computacionales, Universidad Autónoma del Estado de Hidalgo, Carretera Pachuca-Tulancingo, km. 4.5, C. U., 42084 Pachuca, Hidalgo, Mexico",UAEH,2015,Mexico
3790,A Multi-agent Ensemble of Classifiers,2015_019_0040.png,Multi-Agent Systems & Distributed AI,Omar López-Ortega,Universidad Autónoma del Estado de Hidalgo,Área Académica de Sistemas Computacionales,"Pachuca, Hidalgo, Mexico","Área Académica de Sistemas Computacionales, Universidad Autónoma del Estado de Hidalgo, Carretera Pachuca-Tulancingo, km. 4.5, C. U., 42084 Pachuca, Hidalgo, Mexico",UAEH,2015,Mexico
3791,A Multi-agent Ensemble of Classifiers,2015_019_0040.png,Multi-Agent Systems & Distributed AI,Félix Agustín Castro-Espinoza,Universidad Autónoma del Estado de Hidalgo,Área Académica de Sistemas Computacionales,"Pachuca, Hidalgo, Mexico","Área Académica de Sistemas Computacionales, Universidad Autónoma del Estado de Hidalgo, Carretera Pachuca-Tulancingo, km. 4.5, C. U., 42084 Pachuca, Hidalgo, Mexico",UAEH,2015,Mexico
3792,A Classifier Ensemble Enriched with Unsupervised Learning,2015_019_0041.png,Supervised Machine Learning,Mehdi Hamzeh-Khani,Islamic Azad University,"Department of Computer Engineering, Yasuj Branch","Yasuj, Iran","Department of Computer Engineering, Yasuj Branch, Islamic Azad University, Yasuj, Iran",*IAU,2015,Iran
3793,A Classifier Ensemble Enriched with Unsupervised Learning,2015_019_0041.png,Supervised Machine Learning,Hamid Parvin,Islamic Azad University,"Department of Computer Engineering, Yasuj Branch | Young Researchers and Elite Club, Nourabad Mamasani Branch","Yasuj, Iran | Nourabad, Mamasani, Iran","Department of Computer Engineering, Yasuj Branch, Islamic Azad University, Yasuj, Iran | Young Researchers and Elite Club, Nourabad Mamasani Branch, Islamic Azad University, Nourabad, Mamasani, Iran",*IAU,2015,Iran
3794,A Classifier Ensemble Enriched with Unsupervised Learning,2015_019_0041.png,Supervised Machine Learning,Farhad Rad,Islamic Azad University,"Department of Computer Engineering, Yasuj Branch","Yasuj, Iran","Department of Computer Engineering, Yasuj Branch, Islamic Azad University, Yasuj, Iran",*IAU,2015,Iran
3795,Mining Unstructured Data via Computational Intelligence,2015_019_0042.png,Data Mining & Knowledge Discovery,Angel Kuri-Morales,Instituto Tecnológico Autónomo de México,,"México, D.F., Mexico","Instituto Tecnológico Autónomo de México, Río Hondo No. 1, 01000 México, D.F., Mexico",ITAM,2015,Mexico
3796,EFIM: A Highly Efficient Algorithm for High-Utility Itemset Mining,2015_019_0043.png,Data Mining & Knowledge Discovery,Souleymane Zida,University of Moncton,Department of Computer Science,"Moncton, Canada","Department of Computer Science, University of Moncton, Moncton, Canada",~UM,2015,Canada
3797,EFIM: A Highly Efficient Algorithm for High-Utility Itemset Mining,2015_019_0043.png,Data Mining & Knowledge Discovery,Philippe Fournier-Viger,University of Moncton,Department of Computer Science,"Moncton, Canada","Department of Computer Science, University of Moncton, Moncton, Canada",~UM,2015,Canada
3798,EFIM: A Highly Efficient Algorithm for High-Utility Itemset Mining,2015_019_0043.png,Data Mining & Knowledge Discovery,Jerry Chun-Wei Lin,Harbin Institute of Technology,"School of Computer Science and Technology, Shenzhen Graduate School","Shenzhen, China","School of Computer Science and Technology, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China",*HIT,2015,China
3799,EFIM: A Highly Efficient Algorithm for High-Utility Itemset Mining,2015_019_0043.png,Data Mining & Knowledge Discovery,Cheng-Wei Wu,National Chiao Tung University,Department of Computer Science,"Hsinchu, Taiwan","Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan",*NCTU,2015,Taiwan
3800,EFIM: A Highly Efficient Algorithm for High-Utility Itemset Mining,2015_019_0043.png,Data Mining & Knowledge Discovery,Vincent S. Tseng,National Chiao Tung University,Department of Computer Science,"Hsinchu, Taiwan","Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan",*NCTU,2015,Taiwan
3801,Improving Label Accuracy by Filtering Low-Quality Workers in Crowdsourcing,2015_019_0044.png,Supervised Machine Learning,Bryce Nicholson,University of Central Arkansas,Computer Science Department,"Conway, USA","Computer Science Department, University of Central Arkansas, Conway, USA",~UCA,2015,United States
3802,Improving Label Accuracy by Filtering Low-Quality Workers in Crowdsourcing,2015_019_0044.png,Supervised Machine Learning,Victor S. Sheng,University of Central Arkansas,Computer Science Department,"Conway, USA","Computer Science Department, University of Central Arkansas, Conway, USA",~UCA,2015,United States
3803,Improving Label Accuracy by Filtering Low-Quality Workers in Crowdsourcing,2015_019_0044.png,Supervised Machine Learning,Jing Zhang,Nanjing University of Science and Technology,School of Computer Science and Engineering,"Nanjing, China","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China",~NUST,2015,China
3804,Improving Label Accuracy by Filtering Low-Quality Workers in Crowdsourcing,2015_019_0044.png,Supervised Machine Learning,Zhiheng Wang,China Executive Leadership Academy Pudong,IT Department,"Shanghai, China","IT Department, China Executive Leadership Academy Pudong, Shanghai, China",~CELAP,2015,China
3805,Improving Label Accuracy by Filtering Low-Quality Workers in Crowdsourcing,2015_019_0044.png,Supervised Machine Learning,Xuefeng Xian,Suzhou Vocational University,College of Computer Engineering,"Suzhou, China","College of Computer Engineering, Suzhou Vocational University, Suzhou, China",~SVU,2015,China
3806,An Embedded Application System for Data Collection of Atmospheric Pollutants with a Classification Approach,2015_019_0045.png,Supervised Machine Learning,Eduardo Solórzano-Alor,Instituto Politécnico Nacional,"Centro de Innovación y Desarrollo Tecnológico en Cómputo, CIDETEC","México City, México","Centro de Innovación y Desarrollo Tecnológico en Cómputo, CIDETEC, Instituto Politécnico Nacional, IPN, México City, México",IPN,2015,Mexico
3807,An Embedded Application System for Data Collection of Atmospheric Pollutants with a Classification Approach,2015_019_0045.png,Supervised Machine Learning,Amadeo José Argüelles-Cruz,Instituto Politécnico Nacional,"Centro de Investigación en Cómputo, CIC","México City, México","Centro de Investigación en Cómputo, CIC, Instituto Politécnico Nacional, IPN, México City, México",IPN,2015,Mexico
3808,An Embedded Application System for Data Collection of Atmospheric Pollutants with a Classification Approach,2015_019_0045.png,Supervised Machine Learning,María Isabel Cajero-Lázaro,Instituto Politécnico Nacional,"Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas, UPIICSA","México City, México","Unidad Profesional Interdisciplinaria de Ingeniería y Ciencias Sociales y Administrativas, UPIICSA, México City, México",IPN,2015,Mexico
3809,An Embedded Application System for Data Collection of Atmospheric Pollutants with a Classification Approach,2015_019_0045.png,Supervised Machine Learning,Miguel Sánchez-Meraz,Instituto Politécnico Nacional,"Escuela Superior de Ingeniería Mecánica y Eléctrica, ESIME","México City, México","Escuela Superior de Ingeniería Mecánica y Eléctrica, ESIME, Instituto Politécnico Nacional, IPN, México City, México",IPN,2015,Mexico
3810,Normality from Monte Carlo Simulation for Statistical Validation of Computer Intensive Algorithms,2016_020_0000.png,Heuristic Search & Optimization,Angel Fernando Kuri-Morales,Instituto Tecnológico Autónomo de México,Departamento de Computación,"Mexico City, Mexico","Departamento de Computación, Instituto Tecnológico Autónomo de México, Mexico City, Mexico",ITAM,2016,Mexico
3811,Normality from Monte Carlo Simulation for Statistical Validation of Computer Intensive Algorithms,2016_020_0000.png,Heuristic Search & Optimization,Ignacio López-Peña,UNAM,"Posgrado en Ciencia e Ingeniería de la Computación, IIMAS","Mexico City, Mexico","Posgrado en Ciencia e Ingeniería de la Computación, IIMAS-UNAM, Mexico City, Mexico",UNAM,2016,Mexico
3812,Are Android Smartphones Ready to Locally Execute Intelligent Algorithms?,2016_020_0001.png,Heuristic Search & Optimization,M. Ricardo Carlos,Universidad Autónoma de Chihuahua,Facultad de Ingeniería,"Chihuahua, Mexico","Facultad de Ingeniería, Universidad Autónoma de Chihuahua, 31125 Chihuahua, Mexico",UACH,2016,Mexico
3813,Are Android Smartphones Ready to Locally Execute Intelligent Algorithms?,2016_020_0001.png,Heuristic Search & Optimization,Fernando Martínez,Universidad Autónoma de Chihuahua,Facultad de Ingeniería,"Chihuahua, Mexico","Facultad de Ingeniería, Universidad Autónoma de Chihuahua, 31125 Chihuahua, Mexico",UACH,2016,Mexico
3814,Are Android Smartphones Ready to Locally Execute Intelligent Algorithms?,2016_020_0001.png,Heuristic Search & Optimization,Raymundo Cornejo,Universidad Autónoma de Chihuahua,CONACYT,"Chihuahua, Mexico","CONACYT, Universidad Autónoma de Chihuahua, Chihuahua, Mexico",UACH,2016,Mexico
3815,Are Android Smartphones Ready to Locally Execute Intelligent Algorithms?,2016_020_0001.png,Heuristic Search & Optimization,Luis C. González,Universidad Autónoma de Chihuahua,Facultad de Ingeniería,"Chihuahua, Mexico","Facultad de Ingeniería, Universidad Autónoma de Chihuahua, 31125 Chihuahua, Mexico",UACH,2016,Mexico
3816,Large Scale Reasoning Using Allen’s Interval Algebra,2016_020_0002.png,Knowledge Representation & Reasoning,Matthew Mantle,University of Huddersfield,,"Huddersfield, UK","University of Huddersfield, Huddersfield, UK",*HUDDERSFIELD,2016,United Kingdom
3817,Large Scale Reasoning Using Allen’s Interval Algebra,2016_020_0002.png,Knowledge Representation & Reasoning,Sotirios Batsakis,University of Huddersfield,,"Huddersfield, UK","University of Huddersfield, Huddersfield, UK",*HUDDERSFIELD,2016,United Kingdom
3818,Large Scale Reasoning Using Allen’s Interval Algebra,2016_020_0002.png,Knowledge Representation & Reasoning,Grigoris Antoniou,University of Huddersfield,,"Huddersfield, UK","University of Huddersfield, Huddersfield, UK",*HUDDERSFIELD,2016,United Kingdom
3819,Towards the Distributed Logic Programming of Intelligent Visual Surveillance Applications,2016_020_0003.png,Multi-Agent Systems & Distributed AI,Alexei A. Morozov,Kotel'nikov Institute of Radio Engineering and Electronics of RAS,,"Moscow, Russia","Kotel'nikov Institute of Radio Engineering and Electronics of RAS, Mokhovaya 11-7, Moscow 125009, Russia | Moscow State University of Psychology and Education, Sretenka 29, Moscow 107045, Russia",*KIREE,2016,Russia
3820,Towards the Distributed Logic Programming of Intelligent Visual Surveillance Applications,2016_020_0003.png,Multi-Agent Systems & Distributed AI,Alexei A. Morozov,Moscow State University of Psychology and Education,,"Moscow, Russia","Kotel'nikov Institute of Radio Engineering and Electronics of RAS, Mokhovaya 11-7, Moscow 125009, Russia | Moscow State University of Psychology and Education, Sretenka 29, Moscow 107045, Russia",~MSUPE,2016,Russia
